Topic,Words,Frequency,Timestamp,Name
12,"indebido, ruta, tráfi, drogas, encomiéndese",10,2013-01-01,12_salud_discapacidad_paciente_pública
13,"mensurable, promedio, promediar, dólar, 77",3,2013-01-01,13_precio_dólares_italo_millón
14,"president, ortíz, 2012, violar, adjetivo",11,2013-01-01,14_presiden_president_bue_sugerir
15,"domínguez, julián, andrés, ocupar, doctor",4,2013-01-01,15_doctor_caride_hoz_ocupar
16,"aguilar, abtienir, insumido, mariela, alcira",10,2013-01-01,16_resulta_pala_afi_sin
17,"2012, alcorta, auditoría, cnrt, transporte",5,2013-01-01,17_ferroviario_ruta_ferrocarril_transpor...
19,"jurar, elmente, muñiz, jura, salino",17,2013-01-01,19_jurar_jura_someter_sr
20,"manifestaciones, importunir, barra, manifestación, elmente",27,2013-01-01,20_manifestaciones_manifestación_barra_l...
22,"chávez, comandante, rendido, proseguir, vertido",2,2013-01-01,22_militar_fuerza_defensa_soldati
23,"judicial, justicia, democracia, cialismo, magistratura",17,2013-01-01,23_político_democracia_partido_debate
24,"legislador, asiento, descarguen, detectamos, identi",29,2013-01-01,24_legislador_congreso_legislativo_parla...
25,"sra, referir, solicitud, yo, tema",1,2013-01-01,25_sr_pala_concedo_álvaro
26,"vicepresidencia, interbloqu, interbloque, vicepresidenta, vicepresidente",31,2013-01-01,26_vicepresidente_vicepresidencia_ocupar...
27,"lezama, parque, 12665, monumento, amortiguación",11,2013-01-01,27_educación_escuela_monumento_aconsejar
28,"2013, surf, mar, 2012, barrendero",10,2013-01-01,28_2007_2010_2006_07
29,"1973, homenajes, cardelli, parada, gdansky",2,2013-01-01,29_1984_1985_diputados_véanse
30,"ganadería, ortiz, agropecuario, áridas, agricultura",11,2013-01-01,30_agropecuario_ganadería_productor_agri...
31,"reapertura, buitre, canje, cerrojo, reestructuración",4,2013-01-01,31_deudor_deuda_hipotecario_crédito
32,"evangelios, santos, dios, jurar, jura",41,2013-01-01,32_evangelios_santos_dios_jurar
33,"subrogant, apologista, macán, maleducado, estuvir",9,2013-01-01,33_justicialista_juez_justicia_bancada
34,"casación, reproductivo, americana, 13, contencioso",9,2013-01-01,34_matrimonio_divorcio_cónyuge_hijo
35,"pág, teatralidad, transversal, impostura, ética",2,2013-01-01,35_teatral_radio_televisión_audiovisual
36,"memoria, homenajes, gossens, 952d, allende",6,2013-01-01,36_memoria_rendido_homenajes_rendir
37,"irán, 24, nuclear, gas, 48",4,2013-01-01,37_nuclear_energía_energético_gas
38,"cívica, unión, radical, integrante, frente",22,2013-01-01,38_cívica_radical_unión_nombre
39,"referéndum, vot, votarar, votado, simultáneo",5,2013-01-01,39_votar_voté_votado_vota
40,"partido, , , , ",1,2013-01-01,40_leito_aparicio_alderete_leavy
42,"disculpe, disculpa, acompañándonos, equivocadamente, discúlpeme",8,2013-01-01,42_disculpe_disculpa_perdón_discúlpeme
44,"respeto, respetar, respetame, respeté, sra",12,2013-01-01,44_respeto_respetar_respetuoso_señores
45,"escuchaber, interactuem, escuchar, callatir, escuchamir",8,2013-01-01,45_escuchar_oradora_escuchaber_escuchen
46,"aguarde, horas, oportuno, alterar, momento",4,2013-01-01,46_momento_plazo_quórum_oportuno
47,"2º, sacca, nuevamente, formalidad, cubrir",4,2013-01-01,47_agost_carreño_2º_xii
49,"asistido, reproducción, fertilización, pareja, infertilidad",15,2013-01-01,49_aborto_mujer_embarazo_salud
50,"sumarísima, alidez, ulián, bozzano, 462",2,2013-01-01,50_decreto_648_alidez_derogar
51,"mujer, violación, género, registro, desviado",16,2013-01-01,51_mujer_violencia_01_género
52,"ley, nitivamente, iniciadoro, aviso, gloriosa",9,2013-01-01,52_ley_aviso_roja_definitivamente
53,"avisar, secretaria, sr, , ",1,2013-01-01,53_secretario_jefe_gabinete_secretaria
54,"micrófono, abierto, suceder, aplicar, tener",1,2013-01-01,54_micrófono_audio_sonido_receptor
55,"autora, haciéndome, similar, eco, sra",5,2013-01-01,55_redacción_autor_copia_citación
56,"concluya, agotar, continúir, dolina, continúe",13,2013-01-01,56_continúir_finalizar_proseguir_continú...
57,"recobrir, facebook, ilicitud, twitter, esbozar",2,2013-01-01,57_provincia_provincial_jurisdicción_int...
58,"registro, , , , ",1,2013-01-01,58_registrado_sarghini_carrió_grosso
59,"pág, liermman, 655, monasterio, 648",4,2013-01-01,59_taquígrafos_director_cuerpo_monasteri...
62,"risas, contento, interprételo, movilizar, interrumpí",7,2013-01-01,62_risas_humor_risa_reír
63,"educativo, universidad, trasplante, educación, tejido",3,2013-01-01,63_educación_educativo_universidad_docen...
64,"elmente, requerírsele, jura, desempeñar, 60º",10,2013-01-01,64_provincia_provincias_jura_requerírsel...
65,"190, 127, 129, entender, procedimiento",1,2013-01-01,65_boletín_prescindir_enunciación_resuel...
66,"acordar, 192, cuerpo, metodología, ",2,2013-01-01,66_yasky_espert_acordar_allende
67,"afi, , , , ",3,2013-01-01,67_massot_mayoraz_rugir_vallone
68,"00, 30, 15, 45, juezas",3,2013-01-01,68_desastre_zona_emergencia_agropecuario
70,"tabacalero, 2012, cigarrillo, 2736, 1861",3,2013-01-01,70_tabaco_cigarrillo_tabacalero_fumar
72,"9º, 7º, séptimo, 1º, afi",3,2013-01-01,72_6º_7º_1º_8º
73,"registrado, solicitud, , , ",1,2013-01-01,73_casas_bue_considera_figueroa
74,"rmacer, concluyoir, inv, radar, satelital",1,2013-01-01,74_turismo_turístico_viaje_actividad
76,"compartir, gambaro, natalia, ferrári, stolbizer",22,2013-01-01,76_compartir_pala_natalia_morán
77,"nalizar, agotar, ceder, , ",2,2013-01-01,77_giacomo_stolbizer_nalizar_pala
81,"abstener, sra, guardar, civil, código",1,2013-01-01,81_civil_código_sustitución_padre
82,"ivana, gura, cuarenta, veinte, treinta",2,2013-01-01,82_treinta_veinte_segundo_quince
83,"diputa1, 637, vea, 304, pág",2,2013-01-01,83_vea_pág_otación_él
86,"entonar, estrofa, orquesta, himno, pág",16,2013-01-01,86_estrofa_entonar_himno_orquesta
87,"chubut, , , , ",1,2013-01-01,87_chubut_pala_sidencia_monti
88,"24819, arreen, 154, antidopaje, antidoping",2,2013-01-01,88_deportivo_antidopaje_deporte_fútbol
89,"refrescar, respeter, hagan, argumedo, recordar",1,2013-01-01,89_recordar_italo_nalizado_olvidar
90,"identi, cado, obtener, cambiar, ",1,2013-01-01,90_cambio_juntos_cambiar_interbloque
91,"envergadura, ahondar, ameritar, avanzado, tema",4,2013-01-01,91_tema_motivo_razón_lógica
93,"alzado, mano, , , ",1,2013-01-01,93_alzado_mano_levantar_afi
94,"nalizado, , , , ",3,2013-01-01,94_lipovetzky_coli_nalizado_santillán
95,"brito, macro, banco, , ",1,2013-01-01,95_banco_central_directorio_negociación
99,"fojas, candidato, electoral, cialización, 2013",5,2013-01-01,99_electoral_alianza_dni_candidato
101,"cero, poner, caso, , ",1,2013-01-01,101_negativa_cero_negativos_nulo
102,"referí, pitrola, peticiones, carrió, solicitud",2,2013-01-01,102_solicitud_peticiones_solicité_solici...
103,"amable, agradecer, bedano, invitación, gurar",4,2013-01-01,103_agradecer_apreciación_agradecimiento...
104,"haga, martes, fundamentar, tema, ",1,2013-01-01,104_mañana_ayer_acordar_desplacer
106,"sodio, sal, queso, sobre, panifi",2,2013-01-01,106_alimentario_alimento_programa_alimen...
108,"apoyado, cientemente, sufi, carrió, procederer",9,2013-01-01,108_cientemente_apoyado_sufi_juliano
109,"magistratura, juez, consejo, redactora, quintás",6,2013-01-01,109_corte_juez_patti_judicial
110,"colocaríir, cuerpo, sabbatella, respetuosamente, reemplazo",3,2013-01-01,110_cuerpo_renumeración_corpacci_faculta...
116,"resolución, currilen, aciones, disidencias, observ",3,2013-01-01,116_resolución_disidencias_aciones_obser...
118,"calvo, censo, legítimo, auditoría, doctrina",1,2013-01-01,118_auditoría_auditor_forlón_designado
119,"comenzar, nalizado, dictámen, iniciar, empezar",5,2013-01-01,119_comenzar_individual_comienzo_empezar
120,"irán, 24, amia, atentado, israel",8,2013-01-01,120_the_israel_palestino_convention
122,"3º, villata, señores, car, afi",2,2013-01-01,122_3º_5º_polini_1º
124,"leído, relativo, afi, , ",1,2013-01-01,124_leído_leer_afi_leeré
125,"afi, , , , ",3,2013-01-01,125_contigiani_selva_afi_espinoza
128,"gallinero, tranquilidad, modos, volver, atrás",3,2013-01-01,128_volver_nuevamente_otorgué_afi
129,"bozzano, gervasio, derechos, taquigráfi, civiles",2,2013-01-01,129_terrorismo_terrorista_humanos_derech...
131,"jueves, miércoles, viernes, considerer, propon",4,2013-01-01,131_miércoles_jueves_semana_viernes
132,"nombre, álvarez, asignado, registrado, peronista",2,2013-01-01,132_nombre_apellido_pila_corrección
134,"afi, , , , ",4,2013-01-01,134_afi_paulón_robson_copello
135,"embrión, asistido, pareja, reproducción, fertilización",6,2013-01-01,135_aborto_mujer_embarazo_vida
136,"doña, himno, electoral, aplauso, abierto",7,2013-01-01,136_doña_himno_electoral_abierto
139,"afi, , , , ",6,2013-01-01,139_afi___
143,"descuénteme, , , , ",1,2013-01-01,143_indicar_tienir_yo_pala
146,"plantedo, planteo, , , ",2,2013-01-01,146_flores_plantee_riutort_planteo
147,"expresir, unanimidad, correcto, conocimiento, información",2,2013-01-01,147_conocimiento_información_tomar_conoc...
148,"adelanto, caso, , , ",1,2013-01-01,148_caso_suponer_demandar_separado
149,"referir, él, , , ",1,2013-01-01,149_referir_él_refer_déjeme
150,"acceder, afi, , , ",1,2013-01-01,150_laspina_acceder_afi_lasbanca
151,"autenticacer, archivar, diarios, haber, obrar",4,2013-01-01,151_autenticacer_archivar_formular_diari...
153,"constitución, violar, afi, conocer, congreso",3,2013-01-01,153_constitución_jura_requerírsele_esqui...
154,"apoyo, compromiso, nombre, , ",1,2013-01-01,154_apoyo_apoyar_apoyamos_adelantar
155,"modelo, sistema, derecho, , ",1,2013-01-01,155_sistema_electrónicamente_funcionar_l...
158,"rendido, vertido, , , ",1,2013-01-01,158_estévez_rendido_vertido_milman
162,"pronunciamiento, discursividad, olita, fonética, xxviii",4,2013-01-01,162_pronunciamiento_pronuncie_acento_éli...
167,"disparate, caudal, camión, tamaño, ratifi",2,2013-01-01,167_carro_nanni_mounier_car
169,"próximo, siguiente, , , ",2,2013-01-01,169_próximo_listado_seguir_afi
170,"afi, , , , ",5,2013-01-01,170_pala_afi__
173,"escuchar, , , , ",2,2013-01-01,173_escuchar_garay_reitero_escúchenme
174,"traslado, , , , ",4,2013-01-01,174_traslado_montoto_solicitud_trasladar
175,"provisional, pondir, prescripto, propon, señores",2,2013-01-01,175_pedidos_mociones_informes_consulta
176,"consignar, pregunta, , , ",2,2013-01-01,176_pregunta_preguntar_contestar_respond...
177,"demonio, radical, parodia, ajustar, ocupir",5,2013-01-01,177_radical_radicalismo_bancada_evolució...
180,"provocación, dirigir, evitar, futuro, ",1,2013-01-01,180_inconveniente_excusación_contrario_e...
181,"respetar, , , , ",2,2013-01-01,181_petri_respetar_petmite_calma
182,"pregunta, realizar, , , ",4,2013-01-01,182_pregunta_realizar_preguntar_raro
183,"contrera, carrillo, jura, doña, evangelio",2,2013-01-01,183_evangelios_santos_jura_dios
184,"ceder, público, , , ",1,2013-01-01,184_audiencia_guardar_público_requerírse...
186,"tema, , , , ",1,2013-01-01,186_pala_tema_hase_interesado
187,"consulta, previo, , , ",1,2013-01-01,187_consulta_consultar_asesoramiento_ase...
188,"sodio, reducción, consumo, población, ",1,2013-01-01,188_azúcar_vino_fructosa_remolacha
-1,"2014, 2013, ypf, código, millón",2290,2014-01-01,-1_él_provincia_caso_año
0,"argentina, argentino, gobierno, néstor, ypf",848,2014-01-01,0_argentino_argentina_país_gobierno
1,"presupuesto, ación, ciento, inﬂ, 2015",51,2014-01-01,1_presupuesto_gasto_ciento_millón
2,"juárez, ortiz, molina, barreto, gagliardi",144,2014-01-01,2_pastoriza_landau_abdala_silvestre
3,"debate, oposición, discusión, haga, tipifi",31,2014-01-01,3_debate_discusión_tema_debatir
4,"universidad, madres, educación, fundación, obligatoriedad",59,2014-01-01,4_educación_universidad_docente_educativ...
5,"energético, petróleo, ypf, hidrocarburo, regalía",48,2014-01-01,5_energía_gas_combustible_combustibles
6,"código, procesal, penal, scal, acusatorio",49,2014-01-01,6_penal_código_pena_delito
7,"afi, 205, 217, 195, 206",22,2014-01-01,7_afi_127_129_131
8,"impuesto, ganancia, imponible, ación, inﬂ",23,2014-01-01,8_impuesto_ganancia_tributario_fiscal
9,"registrar, afi, 230, 140, 229",43,2014-01-01,9_registrar_afi_él_136
10,"formoseño, nieto, procedan, expresar, copete",16,2014-01-01,10_haber_él_sr_referir
11,"trabajo, trabajador, laboral, registrado, empleador",56,2014-01-01,11_trabajo_trabajador_empleador_laboral
12,"academia, bioquímica, 24824, derechos, discapacidad",12,2014-01-01,12_salud_discapacidad_paciente_pública
13,"alícuota, índice, facturación, denominación, distinción",3,2014-01-01,13_precio_dólares_italo_millón
14,"president, atento, bull, brevedad, acordar",18,2014-01-01,14_presiden_president_bue_sugerir
15,"domínguez, julián, andrés, profesoro, doctor",7,2014-01-01,15_doctor_caride_hoz_ocupar
16,"cobos, rogar, aguilar, nalizado, circunscríbar",24,2014-01-01,16_resulta_pala_afi_sin
17,"alsina, precursor, puente, tramo, autovía",5,2014-01-01,17_ferroviario_ruta_ferrocarril_transpor...
18,"previsional, regularización, moratoria, aporte, monotributista",12,2014-01-01,18_pensión_previsional_jubilado_jubilaci...
19,"patricia, durand, compartir, quilino, vituperar",12,2014-01-01,19_jurar_jura_someter_sr
20,"manifestaciones, manifestación, ley, nitivamente, barra",50,2014-01-01,20_manifestaciones_manifestación_barra_l...
22,"ingresado, cial, 001, 41486, 92dsd14",3,2014-01-01,22_militar_fuerza_defensa_soldati
23,"oposición, entristecir, bombardeen, destilería, entregar",16,2014-01-01,23_político_democracia_partido_debate
24,"legislador, observatorio, congreso, indec, legislativo",25,2014-01-01,24_legislador_congreso_legislativo_parla...
25,"arrogar, rugir, paraná, oeste, intendente",2,2014-01-01,25_sr_pala_concedo_álvaro
26,"vicepresidente, vicepresidenta, expedir, matarazzo, profesora",17,2014-01-01,26_vicepresidente_vicepresidencia_ocupar...
27,"dirección, patronato, monumento, asistencia, liberados",10,2014-01-01,27_educación_escuela_monumento_aconsejar
28,"2014, 2013, 531, 348, 1240",20,2014-01-01,28_2007_2010_2006_07
30,"ovino, consumidor, envasado, abastecimiento, productor",11,2014-01-01,30_agropecuario_ganadería_productor_agri...
31,"deudas, deuda, previsionales, consolidación, preexistente",8,2014-01-01,31_deudor_deuda_hipotecario_crédito
32,"nito, infi, cadena, telero, alternativa",5,2014-01-01,32_evangelios_santos_dios_jurar
33,"twitter, wensel, oluna, abogado, qued",6,2014-01-01,33_justicialista_juez_justicia_bancada
34,"divorcio, divorciar, código, causal, miguelito",2,2014-01-01,34_matrimonio_divorcio_cónyuge_hijo
35,"audiovisual, medio, monopólico, satélite, publicitario",11,2014-01-01,35_teatral_radio_televisión_audiovisual
36,"memoria, mercachiﬂ, demonty, colón, cristóbal",10,2014-01-01,36_memoria_rendido_homenajes_rendir
37,"ypf, energético, hidrocarburo, petróleo, autoabastecimiento",75,2014-01-01,37_nuclear_energía_energético_gas
38,"cívica, radical, unión, abstener, formoseño",22,2014-01-01,38_cívica_radical_unión_nombre
39,"votarar, voté, votar, rafaela, aclaro",15,2014-01-01,39_votar_voté_votado_vota
40,"otorguer, gill, anotar, sumir, toledo",5,2014-01-01,40_leito_aparicio_alderete_leavy
41,"radar, 001, 04, adicción, educativo",5,2014-01-01,41_aéreo_aerolíneas_argentinas_aeronave
42,"disculpe, perdóneme, discúlpeme, disculpa, interrumpir",16,2014-01-01,42_disculpe_disculpa_perdón_discúlpeme
43,"ministros, gabinete, jefe, pregunta, agradecimiento",22,2014-01-01,43_ministros_gabinete_jefe_ministro
44,"respetar, respetuoso, respeto, desmerecer, continúir",13,2014-01-01,44_respeto_respetar_respetuoso_señores
45,"oradora, escuchar, escuchen, escuchaber, ébola",23,2014-01-01,45_escuchar_oradora_escuchaber_escuchen
46,"oportuno, momento, interpretativo, noti, antelación",12,2014-01-01,46_momento_plazo_quórum_oportuno
47,"2º, , , , ",1,2014-01-01,47_agost_carreño_2º_xii
49,"embrión, asistido, fertilización, técnica, reproducción",26,2014-01-01,49_aborto_mujer_embarazo_salud
50,"1702, invalidez, 988, rechazo, desenredar",3,2014-01-01,50_decreto_648_alidez_derogar
51,"mujer, violencia, convención, erradicar, interamericana",6,2014-01-01,51_mujer_violencia_01_género
52,"ley, nitivamente, aviso, defiir, graficas",16,2014-01-01,52_ley_aviso_roja_definitivamente
53,"gabinete, jefe, respuesta, dejir, prosecretarios",16,2014-01-01,53_secretario_jefe_gabinete_secretaria
54,"micrófono, solá, cortir, voz, nervioso",7,2014-01-01,54_micrófono_audio_sonido_receptor
55,"textual, articulado, consultar, adelanto, original",2,2014-01-01,55_redacción_autor_copia_citación
56,"concluya, agotar, finitivo, continúir, javkin",9,2014-01-01,56_continúir_finalizar_proseguir_continú...
57,"nanciamiento, rmir, caja, bilateral, gobernador",3,2014-01-01,57_provincia_provincial_jurisdicción_int...
58,"registrado, carrió, afi, jen, sacca",24,2014-01-01,58_registrado_sarghini_carrió_grosso
59,"levantado, taquígrafos, vea, solicitadas, monasterio",7,2014-01-01,59_taquígrafos_director_cuerpo_monasteri...
60,"fallo, fuste, antipatria, karakachoff, ficado",1,2014-01-01,60_jaroslavsky_sr_manzano_proposición
61,"tejedor, ángel, renuncia, presentado, electoral",1,2014-01-01,61_renuncia_presentado_peticiones_renunc...
62,"tranquilito, risas, tranquilo, quedatir, nervioso",2,2014-01-01,62_risas_humor_risa_reír
63,"educación, universidad, obligatoriedad, educativo, superior",15,2014-01-01,63_educación_educativo_universidad_docen...
64,"ronconi, banal, aseverar, provincia, formoseño",6,2014-01-01,64_provincia_provincias_jura_requerírsel...
65,"solicitaré, 190, 113, 127, 129",4,2014-01-01,65_boletín_prescindir_enunciación_resuel...
66,"acordar, entendido, pedrini, , ",5,2014-01-01,66_yasky_espert_acordar_allende
67,"rugir, afi, cursar, , ",7,2014-01-01,67_massot_mayoraz_rugir_vallone
68,"inundación, productor, temporal, nalizada, odarda",2,2014-01-01,68_desastre_zona_emergencia_agropecuario
70,"smata, 2014, pág, holdouts, tabacalero",2,2014-01-01,70_tabaco_cigarrillo_tabacalero_fumar
71,"abstendrir, nombre, , , ",1,2014-01-01,71_abstenciones_abstención_afi_195
72,"6º, adelanto, negativamente, 1º, afi",5,2014-01-01,72_6º_7º_1º_8º
73,"registrado, solicitud, abrir, posibilidad, ",2,2014-01-01,73_casas_bue_considera_figueroa
74,"turismo, turístico, actividad, junio, ministerio",10,2014-01-01,74_turismo_turístico_viaje_actividad
76,"compartir, triaca, salino, javkin, villata",31,2014-01-01,76_compartir_pala_natalia_morán
77,"nalizar, stolbizer, concedo, cerrado, ",6,2014-01-01,77_giacomo_stolbizer_nalizar_pala
78,"reconsideración, reconsiderar, xii, afi, tomo",2,2014-01-01,78_reconsideración_reconsiderar_formulo_...
80,"inteligencia, nacio1, amia, indígena, estándar",4,2014-01-01,80_bosque_nativo_ambiental_forestal
81,"26994, rcial, 2532, 2560, 1625",3,2014-01-01,81_civil_código_sustitución_padre
82,"veinte, compartir, treinta, seguidamente, bazze",23,2014-01-01,82_treinta_veinte_segundo_quince
83,"vea, pág, 294, hábleme, 421",7,2014-01-01,83_vea_pág_otación_él
86,"himno, entonar, estrofa, pág, orquesta",28,2014-01-01,86_estrofa_entonar_himno_orquesta
87,"chubut, afi, , , ",3,2014-01-01,87_chubut_pala_sidencia_monti
88,"club, deporte, deportivo, barrio, dopaje",16,2014-01-01,88_deportivo_antidopaje_deporte_fútbol
89,"mencionárselo, recordar, emoción, estrado, acercar",4,2014-01-01,89_recordar_italo_nalizado_olvidar
90,"omiteír, toledo, ajustar, resto, cambio",2,2014-01-01,90_cambio_juntos_cambiar_interbloque
91,"expusir, preopinante, razón, señalar, tema",3,2014-01-01,91_tema_motivo_razón_lógica
92,"evangelina, josué, nieta, gagliardi, verónica",2,2014-01-01,92_abierto_presencia_puestos_electoral
93,"mano, alzado, levantar, identifi, afi",4,2014-01-01,93_alzado_mano_levantar_afi
94,"nalizado, negri, , , ",6,2014-01-01,94_lipovetzky_coli_nalizado_santillán
95,"centrales, extranjeros, bancos, excepción, extranjero",2,2014-01-01,95_banco_central_directorio_negociación
98,"assef, , , , ",1,2014-01-01,98_vuelta_garrido_giro_carasso
99,"alianza, pág, electoral, cialización, fojas",7,2014-01-01,99_electoral_alianza_dni_candidato
102,"solicitud, pereira, tineo, pradines, sánchez",5,2014-01-01,102_solicitud_peticiones_solicité_solici...
103,"agradecimiento, valentina, lmar, stand, visitante",4,2014-01-01,103_agradecer_apreciación_agradecimiento...
104,"estuvimos, mañana, ocurrir, , ",1,2014-01-01,104_mañana_ayer_acordar_desplacer
105,"politólogo, innacional, politóloga, ciencia, donnell",1,2014-01-01,105_ciencia_tecnología_innovación_tecnol...
106,"001, metodológico, carácter, 04, 05",4,2014-01-01,106_alimentario_alimento_programa_alimen...
108,"cientemente, apoyado, sufi, yoga, serén",5,2014-01-01,108_cientemente_apoyado_sufi_juliano
109,"soberano, reestructuración, fallo, manganeta, reinir",4,2014-01-01,109_corte_juez_patti_judicial
110,"bienvenidos, cuerpo, incorporado, agraviado, formoseño",4,2014-01-01,110_cuerpo_renumeración_corpacci_faculta...
113,"343, solicitadas, autorizado, 2014, vea",1,2014-01-01,113_2002_diputados_2001_noviembre
114,"ypf, perforación, contingencia, tasaciones, opessa",1,2014-01-01,114_pesca_pesquero_mar_buque
115,"ministros, gabinete, jefe, solicitud, ",46,2014-01-01,115_ministros_gabinete_jefe_sota
116,"aciones, disidencias, observ, ley, dictámen",2,2014-01-01,116_resolución_disidencias_aciones_obser...
117,"haber, él, , , ",1,2014-01-01,117_suficientemente_apoyado_apoyar_consi...
118,"jura1, 286, auditor, composición, vea",1,2014-01-01,118_auditoría_auditor_forlón_designado
119,"comenzarer, acercir, nuto, individual, comenzar",6,2014-01-01,119_comenzar_individual_comienzo_empezar
120,"afectados, mesopotamia, pueblos, declaración, litoral",1,2014-01-01,120_the_israel_palestino_convention
122,"5º, 4º, 3º, adelanto, afi",2,2014-01-01,122_3º_5º_polini_1º
123,"001, 32, 04, 12, 53",1,2014-01-01,123_vacuna_vacunación_covid_salud
124,"leído, afi, , , ",3,2014-01-01,124_leído_leer_afi_leeré
125,"afi, , , , ",4,2014-01-01,125_contigiani_selva_afi_espinoza
126,"periodista, repudio, amenaza, sufrido, 2014",8,2014-01-01,126_periodista_periodístico_prensa_perio...
128,"agotar, resto, afi, volver, ",2,2014-01-01,128_volver_nuevamente_otorgué_afi
129,"humanos, derechos, autoengaño, imprescriptibilidad, inventariar",9,2014-01-01,129_terrorismo_terrorista_humanos_derech...
130,"13567, 13625, inmuebles, inmueble, concerniente",1,2014-01-01,130_vivienda_alquiler_vendedor_locación
131,"viernes, jueves, miércoles, propon, jado",2,2014-01-01,131_miércoles_jueves_semana_viernes
134,"afi, , , , ",8,2014-01-01,134_afi_paulón_robson_copello
135,"embrión, fertilización, asistido, vitro, técnica",4,2014-01-01,135_aborto_mujer_embarazo_vida
136,"doña, electoral, himno, abierto, presencia",14,2014-01-01,136_doña_himno_electoral_abierto
138,"debate, , , , ",1,2014-01-01,138_lombardi_vidal_debate_vivero
139,"afi, , , , ",8,2014-01-01,139_afi___
141,"interrumpir, , , , ",1,2014-01-01,141_interrumpir_interrup_dencia_presi
143,"calmé, dígaselir, carrió, , ",1,2014-01-01,143_indicar_tienir_yo_pala
146,"expresárir, crioconservación, descarte, sutil, tipi",2,2014-01-01,146_flores_plantee_riutort_planteo
148,"anunció, apatridia, 1223, rmante, ypefi",6,2014-01-01,148_caso_suponer_demandar_separado
150,"acceder, afi, , , ",1,2014-01-01,150_laspina_acceder_afi_lasbanca
152,"oportunidad, discusión, presentar, , ",2,2014-01-01,152_oportunidad_solicité_ocasión_aprovec...
153,"adelantar, constitucionalmente, obvio, aplicar, constitución",2,2014-01-01,153_constitución_jura_requerírsele_esqui...
155,"informático, encargar, consignar, sugerencia, constar",2,2014-01-01,155_sistema_electrónicamente_funcionar_l...
156,"iniciativa, separado, igualmente, vocación, adelanto",3,2014-01-01,156_iniciativa_ambos_resulta_brevedad
157,"fap, eliminar, interbloque, directamente, adherir",1,2014-01-01,157_eliminación_suprimir_eliminado_elimi...
158,"rendido, vertido, , , ",1,2014-01-01,158_estévez_rendido_vertido_milman
159,"reconsiderar, , , , ",1,2014-01-01,159_reconsideración_reconsideracion_reco...
162,"pronunciamiento, pronuncien, brevedad, atento, manifestación",4,2014-01-01,162_pronunciamiento_pronuncie_acento_éli...
163,"directiva, decreto, 2009, mercosur, extrazona",3,2014-01-01,163_exportación_importación_mercadería_c...
164,"desembolsado, perfectamente, nanciamiento, estrategia, vista",1,2014-01-01,164_economía_ministro_ministerio_italo
165,"liberpueblo, tauber, bergés, jarque, cta",1,2014-01-01,165_juicio_juez_doctor_actuación
166,"haití, minustah, tropa, misión, naciones",24,2014-01-01,166_haití_minustah_unidas_naciones
167,"identi, car, , , ",1,2014-01-01,167_carro_nanni_mounier_car
168,"biodiésel, gasoil, combustible, biocombustibl, producción",20,2014-01-01,168_biocombustibl_biodiésel_combustible_...
169,"próximo, seguir, referencia, , ",3,2014-01-01,169_próximo_listado_seguir_afi
170,"afi, , , , ",1,2014-01-01,170_pala_afi__
171,"ficación, , , , ",2,2014-01-01,171_ficación_afi_xiv_xix
173,"escuchar, reitero, avance, , ",7,2014-01-01,173_escuchar_garay_reitero_escúchenme
174,"traslado, tema, , , ",9,2014-01-01,174_traslado_montoto_solicitud_trasladar
175,"provisional, señores, elección, disposición, ",1,2014-01-01,175_pedidos_mociones_informes_consulta
177,"radical, solicitarar, abstener, restar, inmediatamente",5,2014-01-01,177_radical_radicalismo_bancada_evolució...
178,"sugerido, , , , ",1,2014-01-01,178_sugerencia_sugerir_sugerido_acepto
180,"tendrir, insumir, incorporar, inconveniente, él",1,2014-01-01,180_inconveniente_excusación_contrario_e...
181,"respetar, , , , ",4,2014-01-01,181_petri_respetar_petmite_calma
182,"realizar, , , , ",4,2014-01-01,182_pregunta_realizar_preguntar_raro
183,"casañas, gallardo, elmente, miriam, requerir",1,2014-01-01,183_evangelios_santos_jura_dios
184,"guardar, público, rogar, rugir, expresar",13,2014-01-01,184_audiencia_guardar_público_requerírse...
185,"xxxiii, conjunta, afi, , ",1,2014-01-01,185_agregado_genera_resulta_gennaro
186,"tema, , , , ",1,2014-01-01,186_pala_tema_hase_interesado
189,"taquigráfi, versión, vayamos, fundamentación, nicolás",2,2014-01-01,189_versión_taquigráfico_taquigráfi_taqu...
-1,"china, asignación, 15, inteligencia, 2015",1107,2015-01-01,-1_él_provincia_caso_año
0,"inteligencia, ferrocarril, año, argentina, asignación",337,2015-01-01,0_argentino_argentina_país_gobierno
1,"presupuesto, cit, ciento, pesos, millón",42,2015-01-01,1_presupuesto_gasto_ciento_millón
2,"juárez, ortiz, maillmann, molina, barreto",57,2015-01-01,2_pastoriza_landau_abdala_silvestre
3,"consenso, detendrar, debate, vuelta, 1922",11,2015-01-01,3_debate_discusión_tema_debatir
4,"tecnicatura, areco, universitario, alumno, extendido",10,2015-01-01,4_educación_universidad_docente_educativ...
5,"carboníferos, ycf, yacimientos, fiscales, energía",32,2015-01-01,5_energía_gas_combustible_combustibles
6,"inhabilitación, penal, pena, código, prisión",27,2015-01-01,6_penal_código_pena_delito
7,"afi, 198, 128, 129, 2266",17,2015-01-01,7_afi_127_129_131
8,"prórroga, estructura, impuesto, gastar, tributario",3,2015-01-01,8_impuesto_ganancia_tributario_fiscal
